Bedrooms,Bathrooms,Balconies,Pujaz_Rooms,Super_area,Carpet_area,Floor_Number,Total_Floors,Furnished_status,Facing,Address,Price
2,2,0,0,1000,1000,4,5,Unfurnished,West,Gun Foundry,65
3,3,2,1,1556,1245,4,5,Unfurnished,West,Gundlapochampally,41
3,2,0,0,1206,1206,2,5,Unfurnished,East,Habeeb Nagar,50
2,2,2,0,1050,980,2,3,Semi-Furnished,North - East,Habsiguda,40
2,2,0,0,1250,1150,8,14,Unfurnished,East,Hafeezpet,70
2,2,0,0,1250,1250,6,14,Unfurnished,East,Hafeezpet,72
2,2,0,0,1250,975,12,14,Unfurnished,East,Hafeezpet,73.5
3,2,0,0,1265,930,9,19,Unfurnished,East,Hafeezpet,80
3,2,2,0,1290,1290,11,19,Unfurnished,East,Hafeezpet,80
3,2,2,0,1290,1290,11,19,Unfurnished,East,Hafeezpet,80
3,3,2,0,1400,1400,1,5,Unfurnished,East,Hafeezpet,70
3,2,0,0,1490,1390,10,15,Unfurnished,East,Hafeezpet,80
3,2,0,0,1490,1490,8,14,Unfurnished,East,Hafeezpet,75
3,3,2,1,1500,1400,3,5,Unfurnished,East,Hafeezpet,70
3,3,0,0,1600,1600,2,5,Unfurnished,West,Hafeezpet,70
3,3,0,0,1600,1100,2,5,Unfurnished,West,Hafeezpet,70
3,3,0,1,1560,1400,4,5,Semi-Furnished,East,Hasthinapuram,65
3,2,2,1,1300,1135,2,5,Unfurnished,West,Hasthinapuram South,68
2,1,0,1,1050,1050,3,5,Semi-Furnished,North - East,Hayathnagar,40
2,2,2,0,1050,1000,2,2,Unfurnished,North - East,Hema Nagar,24
2,2,0,0,1100,1000,3,6,Semi-Furnished,North - East,Himayath Nagar,50
2,2,0,0,1125,1125,2,5,Semi-Furnished,West,Himayath Nagar,70
2,2,2,1,1000,900,2,5,Semi-Furnished,West,Himayath Nagar,50
3,2,0,1,1397,1397,1,6,Unfurnished,North - East,Himayath Nagar,80
2,2,0,0,1080,950,3,4,Semi-Furnished,South -West,Hitech City,60
2,2,2,0,1150,1100,1,4,Unfurnished,East,Hitech City,60
2,2,2,1,1230,1213,1,5,Unfurnished,East,Hitech City,55
2,2,0,0,1010,1010,3,5,Semi-Furnished,West,HMT Swarnapuri Colony,36
2,2,0,0,1050,1050,1,4,Unfurnished,East,Hyder Nagar,54
2,2,0,0,1070,1070,5,6,Unfurnished,East,Hyder Nagar,70
2,2,0,0,1250,1100,3,5,Unfurnished,North,Hyder Nagar,56.3
2,2,0,1,1112,1112,5,5,Furnished,West,Hyder Nagar,60
3,2,0,0,1520,1520,5,5,Semi-Furnished,East,Hyder Nagar,75
2,2,2,0,1064,1064,4,5,Semi-Furnished,West,Hyder Shah Kote,38
3,3,2,1,1450,1350,2,4,Semi-Furnished,West,Hyder Shah Kote,58
3,3,0,1,1800,1750,5,5,Furnished,East,Hyder Shah Kote,75
2,2,2,1,1271,1171,2,5,Unfurnished,East,Hydershakote,44.5
3,2,2,0,1091,858,3,5,Unfurnished,West,Hydershakote,42
2,2,0,0,750,750,3,3,Semi-Furnished,North - East,IDPL Colony,30
3,2,0,0,850,800,2,3,Unfurnished,East,Injapur,31
2,2,0,0,1200,1200,2,6,Unfurnished,East,Isnapur,44.5
2,2,0,0,1210,1000,3,5,Unfurnished,West,Isnapur,45.3
2,2,0,0,1210,1210,3,5,Unfurnished,East,Isnapur,41.5
2,2,0,0,1210,1210,4,5,Unfurnished,West,Isnapur,40.8
2,2,0,0,1214,1214,2,5,Unfurnished,East,Isnapur,36.4
2,2,2,0,1210,968,3,5,Unfurnished,East,Isnapur,36.3
2,2,0,0,1200,1000,4,4,Furnished,East,Jai Jawahar Nagar,38
2,2,0,0,1000,900,3,4,Unfurnished,West,Jawahar Nagar-Chikkadpally,48
3,2,2,1,1475,1475,1,5,Semi-Furnished,East,Jawahar Nagar-Kavadiguda,75
3,3,2,1,1465,1365,2,5,Semi-Furnished,West,Jaya Nagar,68.9
2,2,0,0,1210,910,2,5,Unfurnished,East,Jayaprakash Narayan Nagar,51.8
2,2,2,1,1280,1280,1,4,Furnished,East,Jayaprakash Narayan Nagar,68
2,2,0,0,750,750,3,3,Semi-Furnished,East,Jeedimetla,27
3,2,0,1,1317,1290,2,5,Unfurnished,North - East,Jeedimetla,55
2,2,0,1,1080,1080,1,3,Semi-Furnished,North,Jubilee Hills,75
2,2,2,1,1040,880,3,5,Unfurnished,East,K P H B Phase 5,65
2,2,0,0,1100,1000,1,3,Semi-Furnished,North,Kachiguda,51
2,2,0,0,800,700,3,4,Unfurnished,North,Kachiguda,32
2,2,2,0,880,750,3,4,Furnished,South -West,Kachiguda,45
2,2,0,0,1100,1100,2,5,Unfurnished,West,Kailash Hills,44
2,2,2,0,840,650,5,5,Unfurnished,South - East,Kailash Hills,42
3,3,3,1,1624,1300,1,5,Semi-Furnished,East,Kailash Hills,60
2,2,0,0,840,840,3,3,Semi-Furnished,East,Kailash Nagar,35
2,2,0,1,1250,900,1,5,Unfurnished,East,Kakatiya Hills,50
2,2,0,0,650,600,3,4,Semi-Furnished,East,Kalimandir,24
2,2,0,0,1108,950,4,5,Semi-Furnished,West,Kapra,46
2,2,0,0,1240,1240,2,5,Furnished,East,Kapra,60
2,2,0,1,1050,1050,2,5,Semi-Furnished,East,Kapra,42
2,2,0,1,1200,1000,2,5,Unfurnished,East,Kapra,48
3,3,0,1,1730,1500,2,5,Unfurnished,West,Kapra,60
2,2,2,0,1245,1245,3,5,Unfurnished,East,Katedan Industrial Area,50
2,2,2,0,1335,1335,9,12,Unfurnished,West,Khaja Guda,71.2
2,2,2,0,1090,985,5,6,Unfurnished,East,Khizra Enclave,36.5
2,2,0,0,1150,1000,5,6,Unfurnished,North,King Koti,32
2,2,0,1,1000,1000,2,9,Unfurnished,East,Kistareddypet,25
2,2,0,1,1100,900,1,9,Semi-Furnished,East,Kistareddypet,27.5
2,2,0,1,1100,900,1,9,Semi-Furnished,West,Kistareddypet,27.5
2,2,2,1,1100,900,5,10,Unfurnished,East,Kistareddypet,22.5
2,2,3,1,1289,1050,3,10,Unfurnished,East,Kistareddypet,38.7
3,2,0,1,1400,1200,1,9,Semi-Furnished,East,Kistareddypet,35
3,2,0,1,1400,1200,1,9,Semi-Furnished,East,Kistareddypet,35
2,2,0,0,1250,1250,2,9,Unfurnished,East,Kokapet,78
2,2,0,0,1254,1254,5,6,Unfurnished,West,Kokapet,62.7
2,2,0,0,1307,1307,2,5,Unfurnished,West,Kokapet,75.4
2,2,0,0,1307,1307,4,6,Unfurnished,West,Kokapet,65.4
2,2,0,0,1370,1370,7,7,Unfurnished,North,Kokapet,75.3
2,2,0,1,1235,810,1,5,Unfurnished,West,Kokapet,67
2,2,0,1,1254,1254,4,6,Unfurnished,East,Kokapet,62.7
2,2,2,1,1295,1295,0,8,Unfurnished,North,Kokapet,64.1
2,2,3,1,1270,1270,7,12,Unfurnished,East,Kokapet,78.1
3,3,0,0,1507,1507,3,6,Unfurnished,North,Kokapet,75.4
2,2,0,0,1250,1250,10,15,Semi-Furnished,East,Kollur,42.5
2,2,0,0,1260,995,2,5,Unfurnished,North,Kollur,57.3
2,2,0,1,1250,1250,0,14,Unfurnished,East,Kollur,52
2,2,0,1,1250,1250,1,14,Unfurnished,East,Kollur,33.7
2,2,0,1,1260,1260,1,5,Unfurnished,East,Kollur,44.1
2,2,2,0,1250,1250,2,15,Unfurnished,North - East,Kollur,45
2,2,2,1,1285,1035,5,11,Unfurnished,East,Kollur,27.6
3,3,0,0,1530,1450,3,5,Unfurnished,West,Kollur,53.6
3,3,0,1,1545,1545,1,5,Unfurnished,East,Kollur,54.1
3,3,2,0,1610,1550,2,5,Unfurnished,North,Kollur,71
3,3,0,0,1640,1640,1,5,Unfurnished,East,Kollur,57.4
3,3,2,1,1800,1800,5,14,Unfurnished,East,Kollur,27
3,3,2,1,1800,1800,5,14,Unfurnished,East,Kollur,27
3,3,2,1,1800,1800,5,14,Unfurnished,East,Kollur,27
3,3,2,0,2110,2030,3,5,Unfurnished,East,Kollur,73.9
2,2,0,0,1000,1000,1,5,Semi-Furnished,East,Kompally,36
2,2,0,0,1100,935,3,5,Semi-Furnished,North - East,Kompally,45
2,2,0,0,1150,1050,0,6,Unfurnished,North - East,Kompally,29.9
2,2,0,0,1190,952,4,6,Unfurnished,East,Kompally,32.1
2,2,0,0,1199,1199,4,11,Unfurnished,East,Kompally,47
2,2,0,0,1275,1275,3,5,Unfurnished,North - East,Kompally,60
2,2,0,1,1025,1025,5,5,Unfurnished,East,Kompally,52
2,2,0,1,1025,850,2,5,Unfurnished,West,Kompally,27
2,2,0,1,1150,950,2,6,Unfurnished,East,Kompally,30
2,2,2,0,1400,1265,1,5,Unfurnished,East,Kompally,55.6
2,2,2,0,720,720,5,5,Unfurnished,West,Kompally,39
2,2,2,1,1080,910,3,9,Unfurnished,East,Kompally,43.2
2,2,2,1,1157,1000,0,5,Semi-Furnished,East,Kompally,48
2,2,2,1,1199,1199,0,0,Unfurnished,East,Kompally,42
2,2,2,1,1225,856,5,9,Unfurnished,East,Kompally,49
3,3,0,1,1100,1100,8,10,Unfurnished,East,Kompally,71
3,2,2,0,1190,1190,4,5,Unfurnished,West,Kompally,65
3,3,2,1,1310,1050,3,5,Unfurnished,East,Kompally,35
3,2,3,0,1500,1400,2,8,Unfurnished,West,Kompally,75
3,3,2,0,1650,1500,1,5,Semi-Furnished,East,Kompally,72
3,3,3,0,1692,1600,5,5,Unfurnished,East,Kompally,70
3,3,3,0,1696,1200,4,9,Unfurnished,East,Kompally,67.8
3,3,3,0,1718,1600,5,5,Semi-Furnished,West,Kompally,75
3,2,0,0,1812,1812,3,5,Unfurnished,East,Kompally,69
3,3,0,1,1857,1857,5,11,Unfurnished,East,Kompally,70
3,3,3,1,1907,1907,2,5,Semi-Furnished,East,Kompally,70.6
2,2,0,0,1040,1040,5,5,Unfurnished,West,Kondapur,66
2,2,0,0,1110,1110,4,5,Unfurnished,North,Kondapur,67
2,2,0,0,1200,1100,6,6,Unfurnished,East,Kondapur,62
2,2,0,0,1235,1135,1,5,Semi-Furnished,West,Kondapur,74.1
2,2,0,0,1290,1290,8,24,Unfurnished,East,Kondapur,79.9
2,2,0,1,1050,1000,4,4,Unfurnished,North - East,Kondapur,63
2,2,0,1,1150,1150,3,5,Unfurnished,East,Kondapur,71
2,2,0,1,1225,919,2,5,Semi-Furnished,East,Kondapur,73.5
2,2,2,0,1245,1245,2,5,Unfurnished,North,Kondapur,75
2,2,2,1,1140,1080,1,5,Unfurnished,West,Kondapur,65
2,2,2,1,1360,1000,5,9,Unfurnished,East,Kondapur,70
2,2,3,0,1230,1230,1,5,Semi-Furnished,East,Kondapur,80
3,3,2,1,1284,1284,1,6,Furnished,West,Kondapur,77
3,2,0,0,1222,1122,1,5,Unfurnished,East,Kondapur,73
3,3,2,1,1284,1284,1,6,Furnished,West,Kondapur,77
3,3,2,0,1425,1325,2,3,Unfurnished,East,Kondapur,69
3,3,2,0,1460,1095,2,5,Unfurnished,East,Kondapur,73.9
3,3,0,1,1460,1095,2,5,Unfurnished,North,Kondapur,73.9
3,2,2,1,1550,1450,3,5,Unfurnished,West,Kondapur,76
2,2,2,1,1200,1150,2,4,Unfurnished,East,Kothaguda,65
2,2,0,1,750,700,3,3,Unfurnished,East,Kothapet,28
2,2,2,0,1050,1000,1,4,Semi-Furnished,North - East,Kothapet,45
2,2,2,0,1050,1050,2,5,Unfurnished,East,Kothapet,37
2,2,2,1,1100,1000,3,5,Unfurnished,North,Kothapet,60
3,3,2,1,1430,1200,5,5,Furnished,West,Kothapet,69
3,3,0,0,1450,1450,5,5,Semi-Furnished,West,Kothapet,65
3,3,0,1,1500,1425,1,5,Furnished,North,Kothapet,75
2,2,0,0,1000,1000,2,3,Unfurnished,North,KPHB Road,54
2,2,0,0,1150,1150,2,5,Furnished,East,KPHB Road,55
3,3,2,0,1450,1350,5,5,Unfurnished,East,KPHB Road,65.3
3,3,2,0,1525,1525,4,5,Furnished,East,KPHB Road,52
2,2,0,0,1200,1100,3,5,Unfurnished,East,Krishna Reddy Pet,40
2,2,0,1,1050,1000,2,3,Unfurnished,East,Krishna Reddy Pet,37.8
2,2,0,1,1190,1050,0,5,Unfurnished,North,Krishnaja Hills,45.2
2,2,0,1,1240,1050,1,5,Unfurnished,East,Krishnaja Hills,47.1
2,2,0,0,1030,930,2,5,Unfurnished,East,Kukatpally,39.5
2,2,0,0,1045,900,3,5,Unfurnished,North,Kukatpally,55
2,2,0,0,1080,980,1,6,Unfurnished,East,Kukatpally,52.9
2,2,0,0,1090,818,1,5,Unfurnished,West,Kukatpally,53.4
2,2,0,0,1150,1050,0,5,Unfurnished,East,Kukatpally,41
2,2,0,0,1150,1100,5,5,Unfurnished,East,Kukatpally,80
2,2,0,0,1160,1000,5,5,Semi-Furnished,North,Kukatpally,67
2,2,0,0,1195,1195,1,5,Semi-Furnished,West,Kukatpally,67
2,2,0,0,1230,984,4,5,Unfurnished,West,Kukatpally,60.3
2,2,0,1,1000,1000,1,5,Furnished,West,Kukatpally,56
2,2,0,1,1075,950,1,4,Unfurnished,East,Kukatpally,53
2,2,0,1,1205,1205,1,25,Unfurnished,East,Kukatpally,30
2,2,0,1,1300,1270,4,5,Unfurnished,West,Kukatpally,63
2,2,2,0,1050,950,5,5,Unfurnished,West,Kukatpally,60
2,2,2,0,1122,1122,4,5,Semi-Furnished,West,Kukatpally,72
2,2,2,0,1125,1025,5,5,Furnished,West,Kukatpally,75
2,2,2,0,1130,1130,2,7,Unfurnished,West,Kukatpally,59.6
2,2,2,1,1128,1028,2,5,Unfurnished,East,Kukatpally,65
2,2,2,1,1250,1100,4,4,Furnished,East,Kukatpally,65
2,2,3,0,1200,1200,1,3,Unfurnished,East,Kukatpally,40
3,3,2,0,1270,1170,1,3,Semi-Furnished,East,Kukatpally,59.9
3,3,2,0,1270,1170,1,3,Semi-Furnished,East,Kukatpally,59.9
3,3,0,0,1450,1350,3,3,Unfurnished,West,Kukatpally,75
3,2,2,1,1455,1200,1,5,Unfurnished,East,Kukatpally,74
3,3,3,1,1900,1700,3,4,Furnished,North,Kukatpally,70
3,3,3,1,1900,1900,3,4,Furnished,North,Kukatpally,65
3,3,0,0,1933,1933,5,9,Unfurnished,West,Kukatpally,63
3,3,0,1,1933,1480,5,10,Unfurnished,West,Kukatpally,68
3,3,2,1,1933,1833,5,10,Unfurnished,West,Kukatpally,68
3,3,0,1,1450,1450,2,5,Semi-Furnished,East,Kukatpally Housing Board Colony,75
2,2,2,1,1100,1000,2,4,Unfurnished,East,Kushaiguda,45
2,2,0,0,1150,1000,1,4,Unfurnished,North,Lakdikapul,34
3,2,0,1,1350,1333,3,4,Unfurnished,East,Lalaguda-Malkajgiri,55
1,1,0,1,650,600,0,3,Semi-Furnished,North,Lalitha Nagar-Adikmet,20
2,2,0,1,1470,1200,2,5,Unfurnished,East,Langar Houz,55.9
2,1,0,0,620,600,2,5,Unfurnished,West,LB Nagar,32
2,2,0,1,1000,975,3,3,Semi-Furnished,East,LB Nagar,38
2,3,2,0,1160,680,5,5,Semi-Furnished,North - East,LB Nagar,33
3,3,0,1,1300,1300,3,5,Unfurnished,East,LB Nagar,74
2,2,2,1,1130,1130,4,5,Unfurnished,North,Lingampally-Serilingampally,50.9
3,3,2,1,1450,1300,5,5,Unfurnished,West,Lingampally-Serilingampally,73.5
2,2,0,0,1140,855,4,5,Unfurnished,East,Machabollaram,42.2
2,2,0,0,1285,1285,4,5,Unfurnished,East,Madhapur,67
2,2,0,1,1250,1150,3,5,Unfurnished,West,Madhapur,55
3,2,0,0,1450,1200,3,5,Unfurnished,West,Madhapur,72
3,3,0,0,1500,1300,0,2,Unfurnished,East,Madhapur,80
3,3,0,0,1735,1735,1,3,Semi-Furnished,North - East,Madhapur,80
2,2,2,0,1274,1018,4,5,Unfurnished,West,Madhava Nagar Colony,70
2,2,0,0,737,737,0,0,Unfurnished,East,Madhava Reddy Colony,70
3,3,2,1,1615,1615,5,5,Furnished,North,Madhavapuri colony Sainikpuri,70
2,2,0,0,760,760,2,5,Unfurnished,East,Madhavi Nagar,25
2,2,0,0,1000,1000,2,5,Unfurnished,East,Madhura Nagar-Nizampet,36
2,2,0,0,1250,1250,0,3,Unfurnished,North,Madhura Nagar-Nizampet,53.8
2,2,2,0,1125,1025,3,4,Furnished,West,Madhura Nagar-Nizampet,48
2,2,2,1,1200,1100,5,5,Unfurnished,East,Madhura Nagar-Nizampet,36
2,2,0,0,1010,990,2,5,Unfurnished,North,Madinaguda,55
2,2,0,0,1050,950,0,9,Furnished,West,Madinaguda,55
2,2,0,0,1230,1100,4,5,Unfurnished,East,Madinaguda,65
2,2,0,1,1217,1217,1,5,Semi-Furnished,East,Madinaguda,70.2
2,2,0,1,1217,974,2,2,Unfurnished,North - East,Madinaguda,70.2
2,2,2,0,1050,1050,4,5,Unfurnished,North - West,Madinaguda,58
2,2,2,0,1115,892,5,5,Unfurnished,West,Madinaguda,61
2,2,2,0,1116,892,5,5,Unfurnished,East,Madinaguda,61.4
2,2,2,0,850,850,3,3,Furnished,West,Madinaguda,48
3,3,2,1,1510,1200,2,4,Unfurnished,North,Madinaguda,68
2,2,0,0,804,804,1,3,Unfurnished,West,Malakpet,36
2,2,2,0,1075,900,1,3,Semi-Furnished,East,Malakpet,48
3,3,3,1,1581,1501,4,5,Semi-Furnished,North,Malakpet,71.1
2,2,0,0,1070,1000,1,5,Unfurnished,East,Mallampet,35
2,2,2,0,1100,1100,3,5,Unfurnished,East,Mallampet,32.5
2,2,2,1,1000,1000,1,9,Unfurnished,East,Mallampet,26.1
2,2,2,1,1400,1000,0,9,Unfurnished,East,Mallampet,26.1
2,3,3,1,1800,1500,2,5,Unfurnished,East,Mallampet,75.1
3,3,0,1,1645,1500,3,9,Unfurnished,East,Mallapur,76.5
3,2,0,0,65,65,2,2,Unfurnished,East,Mallapur-Balapur,30
2,2,2,0,1100,1100,1,3,Unfurnished,East,Mallepally,40
2,2,0,1,1287,1029,4,5,Unfurnished,East,Mamatha Nagar Colony,61.4
2,2,0,1,1425,1425,2,6,Unfurnished,East,Manchirevula,65.6
2,2,2,0,1150,1150,3,5,Unfurnished,West,Manchirevula,40.5
2,2,2,0,1425,1425,0,0,Unfurnished,East,Manchirevula,62.7
1,1,0,0,465,300,5,6,Unfurnished,West,Manikonda,28
1,1,0,0,465,425,1,5,Unfurnished,East,Manikonda,26.5
1,1,0,0,465,465,2,5,Unfurnished,East,Manikonda,23
2,2,0,0,1063,1063,2,4,Unfurnished,East,Manikonda,39
2,2,0,0,1120,1000,1,5,Semi-Furnished,East,Manikonda,38
2,2,0,0,1180,1120,0,4,Unfurnished,North - East,Manikonda,50
2,2,0,0,1280,1280,2,5,Unfurnished,East,Manikonda,68
2,2,0,1,1150,1000,2,5,Unfurnished,East,Manikonda,55
2,2,0,1,1182,1182,3,5,Unfurnished,East,Manikonda,49.6
2,2,0,1,1200,1200,3,4,Unfurnished,East,Manikonda,51.9
2,2,0,1,1215,1150,3,5,Unfurnished,West,Manikonda,58.4
2,2,0,1,1250,1150,3,5,Unfurnished,East,Manikonda,53.2
2,2,2,0,1000,900,2,4,Semi-Furnished,East,Manikonda,35
2,2,2,0,1050,1050,2,3,Unfurnished,North - East,Manikonda,48
2,2,2,0,1100,1100,5,6,Unfurnished,South,Manikonda,38.5
2,2,2,0,1200,1100,0,5,Semi-Furnished,South,Manikonda,40
2,2,2,0,1230,1000,3,4,Semi-Furnished,East,Manikonda,61.5
2,2,2,0,1240,1140,2,4,Unfurnished,East,Manikonda,46
2,2,2,0,1280,1150,5,5,Unfurnished,East,Manikonda,59
2,2,2,1,1160,1160,2,4,Unfurnished,North - East,Manikonda,48
2,2,2,1,1180,1180,2,5,Semi-Furnished,East,Manikonda,49.6
2,2,2,1,1180,1180,4,5,Furnished,East,Manikonda,60
2,2,3,0,1300,1200,5,5,Semi-Furnished,North,Manikonda,49.9
3,3,0,0,1575,1300,1,5,Unfurnished,West,Manikonda,59
3,2,2,1,1613,1298,1,5,Unfurnished,South,Manikonda,66
3,3,2,1,1620,1620,1,5,Unfurnished,East,Manikonda,67
3,3,2,1,1620,1343,1,5,Unfurnished,North,Manikonda,78
3,3,3,1,1640,1640,1,4,Unfurnished,North - East,Manikonda,73.8
3,3,2,1,1650,1300,1,5,Semi-Furnished,East,Manikonda,76
3,3,2,1,1710,1610,5,5,Unfurnished,West,Manikonda,80
2,2,0,0,1200,1200,1,5,Unfurnished,North,Manikonda balajinagar colony,52
2,2,2,0,1282,1000,4,5,Furnished,North - West,Mansoorabad,76
2,3,2,1,1360,1100,5,5,Unfurnished,East,Mansoorabad,65
2,2,0,0,1500,1250,0,3,Semi-Furnished,East,Marredpally,80
2,2,0,0,1000,900,2,4,Unfurnished,East,Maruthi Nagar-Dr A.S. Rao Nagar,39
2,2,0,0,1080,900,2,2,Unfurnished,East,Maruthi Nagar-Kothapet,30
2,2,2,1,1050,1050,1,4,Unfurnished,West,Maruthi Nagar-Peerzadiguda,29.5
2,2,0,0,1100,868,4,5,Semi-Furnished,East,Masjid Banda,56.5
2,2,0,1,1010,1010,3,3,Unfurnished,North,Masjid Banda,55
2,2,0,0,1198,900,2,4,Unfurnished,South,Matrusri Nagar,65.3
3,2,2,1,1245,1080,3,5,Unfurnished,South - East,Mayur Marg,60
2,2,0,0,1170,1089,4,5,Unfurnished,North,Mayuri Nagar,55.5
2,2,0,1,1240,1100,2,5,Semi-Furnished,East,Mayuri Nagar,47.1
2,2,0,1,1268,1168,1,4,Unfurnished,North,Mayuri Nagar,44
2,2,2,0,1075,1075,2,5,Unfurnished,East,Mayuri Nagar,50
2,2,2,0,1095,1095,1,5,Unfurnished,East,Mayuri Nagar,65
2,2,2,1,1300,1300,1,5,Unfurnished,East,Medchal,42
2,2,0,0,860,850,3,4,Unfurnished,East,Medipally,25
2,2,0,0,890,790,3,3,Unfurnished,North - East,Medipally,30
2,2,2,1,1190,1190,2,5,Unfurnished,North - East,Medipally,43
3,3,2,1,1604,1285,5,5,Semi-Furnished,East,Medipally,64
3,3,2,1,1707,1365,2,5,Semi-Furnished,North,Medipally,66
2,2,0,0,1050,956,1,3,Unfurnished,West,Meerpet,40
2,2,0,1,1130,1130,2,5,Unfurnished,East,Meerpet,48
2,2,2,0,1160,1160,1,5,Unfurnished,East,Meerpet,49.4
2,2,2,0,645,645,0,5,Unfurnished,West,Meerpet,20
2,2,0,0,760,760,3,3,Unfurnished,West,Mehdipatnam,25.5
3,2,0,0,2400,1400,0,5,Semi-Furnished,West,Mehdipatnam,78
2,2,0,0,850,750,1,4,Semi-Furnished,East,Mettuguda,35
2,2,2,0,1100,1000,0,5,Unfurnished,East,Mithila Nagar-Banjara Hills,78
1,1,0,0,600,600,2,4,Unfurnished,North - East,Miyapur,23.5
1,3,2,1,1555,1193,4,5,Unfurnished,West,Miyapur,75
2,1,2,0,780,780,3,4,Unfurnished,North,Miyapur,25
2,2,0,0,1000,1000,2,3,Unfurnished,East,Miyapur,39.8
2,2,0,0,1100,1100,4,15,Semi-Furnished,East,Miyapur,32
2,2,0,0,1120,1020,1,4,Unfurnished,East,Miyapur,46
2,2,0,0,1145,1128,4,4,Unfurnished,East,Miyapur,55
2,2,0,0,1153,917,1,5,Unfurnished,West,Miyapur,65
2,2,0,0,1180,1180,2,5,Unfurnished,East,Miyapur,58
2,2,0,0,1205,920,8,32,Unfurnished,East,Miyapur,30.1
2,2,0,0,600,500,3,5,Unfurnished,East,Miyapur,25
2,2,0,0,850,850,5,5,Unfurnished,East,Miyapur,28.5
2,2,0,0,861,615,8,15,Unfurnished,North,Miyapur,36.2
2,2,0,1,1070,960,2,4,Furnished,East,Miyapur,48
2,2,0,1,1160,300,0,5,Unfurnished,East,Miyapur,56
2,2,0,1,1192,1192,2,14,Unfurnished,East,Miyapur,65.5
2,2,0,1,1200,1000,1,4,Unfurnished,East,Miyapur,44.4
2,2,0,1,1200,1050,1,5,Semi-Furnished,East,Miyapur,45.6
2,2,0,1,1200,1050,2,4,Unfurnished,North - East,Miyapur,45.6
2,2,0,1,1200,1100,1,4,Unfurnished,East,Miyapur,44.4
2,2,0,1,1200,1100,1,5,Unfurnished,East,Miyapur,45.6
2,2,0,1,1240,1140,1,5,Unfurnished,East,Miyapur,47.1
2,2,2,0,1065,1065,1,5,Semi-Furnished,East,Miyapur,52
2,2,2,0,1100,880,1,5,Unfurnished,East,Miyapur,49
2,2,2,0,1175,1175,3,5,Semi-Furnished,East,Miyapur,55
2,2,2,0,1220,1120,1,5,Semi-Furnished,East,Miyapur,52.5
2,2,2,0,1250,1150,1,6,Unfurnished,East,Miyapur,51.3
2,2,2,0,755,740,4,5,Unfurnished,West,Miyapur,36
2,2,2,0,800,750,1,2,Semi-Furnished,West,Miyapur,30
2,2,2,1,1080,1000,1,3,Unfurnished,East,Miyapur,40.5
2,2,2,1,1080,1080,1,5,Unfurnished,East,Miyapur,45.4
2,2,2,1,1080,1080,5,5,Unfurnished,North,Miyapur,60
2,2,2,1,1150,1150,4,5,Unfurnished,East,Miyapur,63
3,2,0,0,1269,1269,0,0,Unfurnished,East,Miyapur,66
3,2,0,0,1278,1278,0,0,Unfurnished,West,Miyapur,66.5
3,3,0,0,1215,1215,1,1,Unfurnished,West,Miyapur,66.8
3,3,0,0,1229,1229,1,1,Unfurnished,West,Miyapur,67.6
3,2,0,0,1269,1269,0,0,Unfurnished,East,Miyapur,69.8
3,2,0,0,1278,1278,0,0,Unfurnished,West,Miyapur,70.3
3,2,0,0,1316,1316,1,1,Unfurnished,East,Miyapur,72.4
3,2,0,0,1385,1385,1,1,Unfurnished,East,Miyapur,76.2
3,3,0,0,1436,1436,1,1,Unfurnished,West,Miyapur,79
3,3,0,1,1475,1475,5,5,Semi-Furnished,North,Miyapur,79.7
3,2,0,1,1475,1475,1,5,Semi-Furnished,East,Miyapur,79.7
3,3,0,0,1475,1475,4,5,Semi-Furnished,East,Miyapur,79.7
3,3,2,1,1560,1560,2,5,Unfurnished,East,Miyapur,74.9
3,3,0,1,1600,1450,0,4,Unfurnished,North,Miyapur,60.8
3,3,2,1,1650,1450,2,5,Unfurnished,North,Miyapur,62.7
2,2,0,0,800,750,3,3,Semi-Furnished,South,Mohan Nagar,32
2,2,0,0,1132,860,2,4,Unfurnished,North - East,Mohan Nagar Kothapet,56
2,2,2,1,810,800,3,5,Unfurnished,North,Moosapet,42
3,2,2,1,1320,1220,3,5,Semi-Furnished,North - East,Moosapet,50
2,2,0,0,850,750,1,5,Semi-Furnished,West,Moti Nagar,48
3,3,0,1,1250,1250,3,6,Unfurnished,West,Moti Nagar,69
3,3,2,0,1125,1025,4,5,Unfurnished,East,Moti Nagar,66
3,3,0,1,1250,1250,3,6,Unfurnished,West,Moti Nagar,69
2,2,2,1,1170,1100,2,5,Unfurnished,North - East,Muppas Panchavati Colony,47
3,3,2,1,1700,1500,3,4,Semi-Furnished,East,Muppas Panchavati Colony,76
2,2,0,0,750,750,0,3,Unfurnished,East,Musheerabad,35
3,2,2,1,1350,1350,0,4,Semi-Furnished,North - East,Mythri Nagar,65
2,2,0,0,1180,885,5,12,Unfurnished,West,Nacharam,54.9
2,2,0,0,700,650,1,4,Unfurnished,West,Nacharam,20
2,2,2,0,1160,950,0,4,Unfurnished,South,Nacharam,67
3,2,0,0,1425,1069,5,12,Unfurnished,East,Nacharam,65.3
3,3,2,0,1430,1430,4,12,Unfurnished,East,Nacharam,55.8
2,2,0,0,1022,950,0,5,Semi-Furnished,East,Nagaram,35
2,2,2,1,1200,1200,1,4,Unfurnished,East,Nagaram,36
2,2,0,0,1075,950,5,5,Unfurnished,East,Nagaram-Secunderabad,31.5
