Bedrooms,Bathrooms,Balconies,Pujaz_Rooms,Super_area,Carpet_area,Furnished_status,Facing,Address,Price
2,3,0,1,1100,1100,Unfurnished,North - West,RamojiFilmCityMainRoad,50
2,3,0,1,1100,1000,Semi-Furnished,None,Mallapur-Balapur,55
2,2,0,1,1100,1200,Unfurnished,West,NearMallpurRCIAirportroad,55
2,2,0,0,1100,1100,Unfurnished,None,venkatsainagar,68
2,3,0,1,1100,1050,Unfurnished,None,Beeramguda,60
2,2,0,1,1100,1100,Unfurnished,West,Beeramguda,61
2,2,2,1,1100,950,Unfurnished,None,Badangpet,60
2,3,0,1,1100,1000,Unfurnished,West,BNReddyNagar,58
2,2,0,0,1100,1100,Semi-Furnished,None,Annojiguda,55
2,2,0,0,1100,1000,Unfurnished,None,Adibatla,50
2,1,0,0,990,100,Unfurnished,None,ToliChowki,22
2,2,0,1,990,100,Semi-Furnished,North,Nagaram,55
2,2,0,0,110,110,Unfurnished,North - East,Dammaiguda,60
2,2,0,1,1090,1090,Unfurnished,East,Rampally,50
2,2,2,1,1090,1090,Semi-Furnished,East,Beeramguda,58
2,2,0,0,1078,133,Unfurnished,West,Rampally,48
2,2,0,1,1071,971,Unfurnished,East,RamachandraPuram,67.1
2,2,0,1,1071,971,Unfurnished,East,Beeramguda,67.1
2,2,0,1,1071,971,Unfurnished,East,Beeramguda,67.1
2,2,0,1,963,810,Semi-Furnished,None,omshantinagar,65
2,2,0,0,1050,1050,Semi-Furnished,None,Malakpet,48.2
2,2,0,1,1050,125,Unfurnished,None,Kushaiguda,47
2,2,2,0,1050,980,Unfurnished,None,Kompally,45
2,2,0,1,1050,750,Semi-Furnished,North - East,Koheda,64.9
2,3,0,0,1050,1250,Unfurnished,East,Beeramguda,64
2,2,0,1,1033,933,Unfurnished,North,RamachandraPuram,58.6
2,2,0,1,1033,933,Unfurnished,North,RamachandraPuram,58.6
2,2,0,1,1033,933,Unfurnished,North,RamachandraPuram,58.6
2,2,0,1,1033,933,Unfurnished,North,RamachandraPuram,58.6
2,2,0,1,1033,933,Unfurnished,North,RamachandraPuram,58.6
2,2,0,1,1033,933,Unfurnished,North,RamachandraPuram,58.6
2,2,0,1,1033,933,Unfurnished,North,RamachandraPuram,58.6
2,2,0,1,1033,933,Unfurnished,North,RamachandraPuram,58.6
2,2,0,1,1033,933,Unfurnished,North,RamachandraPuram,58.6
2,2,0,1,1033,933,Unfurnished,North,RamachandraPuram,58.6
2,2,0,1,1033,933,Unfurnished,North,RamachandraPuram,58.6
2,2,0,1,1033,933,Unfurnished,North,Beeramguda,58.6
2,2,0,1,1033,933,Unfurnished,North,Beeramguda,58.6
2,2,0,1,1033,933,Unfurnished,North,Beeramguda,58.6
2,2,0,1,1033,933,Unfurnished,North,Beeramguda,58.6
2,2,0,1,1033,933,Unfurnished,North,Beeramguda,58.6
2,2,0,1,1033,933,Unfurnished,North,Beeramguda,58.6
2,2,0,1,1033,933,Unfurnished,North,Beeramguda,58.6
2,2,0,1,1033,933,Unfurnished,North,Beeramguda,58.6
2,2,0,1,1033,933,Unfurnished,North,Beeramguda,58.6
2,2,0,1,1033,933,Unfurnished,North,Beeramguda,58.6
2,2,0,1,1033,933,Unfurnished,North,Beeramguda,58.6
2,2,0,1,1033,933,Unfurnished,North,Beeramguda,58.6
2,2,0,1,1033,933,Unfurnished,North,Beeramguda,58.6
2,2,0,1,1033,933,Unfurnished,North,Beeramguda,58.6
2,3,0,0,1030,1030,Semi-Furnished,None,Peerzadiguda,68
2,2,0,0,918,918,Unfurnished,West,SunCity,60
2,2,0,0,918,100,Unfurnished,North,Injapur,56
2,1,0,0,101,101,Unfurnished,North - West,GolcondaFort,22
2,2,0,1,1005,905,Unfurnished,West,RamachandraPuram,56.2
2,2,0,1,1005,905,Unfurnished,West,RamachandraPuram,56.2
2,2,0,1,1005,905,Unfurnished,West,RamachandraPuram,56.2
2,2,0,1,1005,905,Unfurnished,West,Beeramguda,56.2
2,2,0,1,1005,905,Unfurnished,West,Beeramguda,56.2
2,2,2,1,1000,990,Unfurnished,North - East,Medchal,40
2,2,0,0,1000,1000,Unfurnished,None,Medchal,40
2,2,0,0,1000,1000,Unfurnished,None,Medchal,40
2,2,0,1,1000,950,Unfurnished,North - East,Rampally,55
2,2,0,0,1000,900,Unfurnished,East,muttangi,28
2,2,0,0,1000,950,Unfurnished,None,Nadargul,38
2,3,0,0,1000,900,Unfurnished,North - East,Nadargul,55
2,3,0,1,1000,1000,Unfurnished,East,MedchalRoad,40
2,2,0,1,1000,950,Semi-Furnished,West,NearJeedimetla,50
2,2,0,0,1000,900,Unfurnished,North,Borabanda,45
2,2,0,1,1000,1000,Semi-Furnished,West,Boduppal,56.5
2,1,0,0,900,810,Unfurnished,North - West,Badangpet,35
2,2,2,1,900,100,Unfurnished,East,Sitaphalmandi,46
2,2,0,0,900,100,Unfurnished,None,Rampally,39.5
2,2,2,0,900,855,Unfurnished,East,RamnagarGundu,55
2,2,0,0,900,810,Semi-Furnished,North,Ramanthapur,65
2,2,2,1,900,100,Semi-Furnished,West,Ramnagar,60
2,1,0,0,900,900,Semi-Furnished,None,Koheda,20
2,2,0,0,900,900,Unfurnished,None,Isnapur,40
2,2,0,0,900,900,Semi-Furnished,None,SuchitraRoad,50
2,2,0,0,900,810,Unfurnished,None,Hashamabad,32
2,2,0,0,900,810,Unfurnished,None,Dammaiguda,45
2,2,0,0,900,810,Unfurnished,North,Chandrayanguttabalguda,28
2,2,0,0,900,882,Unfurnished,North - East,Boduppal,53
2,2,0,0,100,100,Unfurnished,East,Badangpet,46
2,3,0,0,900,810,Unfurnished,South -West,Badangpet,70
1,1,0,0,720,630,Semi-Furnished,North - East,Hydershakote,55
1,1,0,0,720,720,Unfurnished,None,Appajunction,26
1,1,0,0,666,576,Unfurnished,North,NewNallakunta,70
1,1,2,0,700,500,Unfurnished,North,BALAJINAGAR,26
1,1,0,1,630,630,Unfurnished,North,NewNallakunta,40
1,1,0,0,594,594,Unfurnished,North,MoulaAli,30
1,1,0,0,540,450,Unfurnished,East,KalyanPuri,20
1,1,0,0,585,400,Unfurnished,North,Uppal,23
1,3,0,0,540,450,Unfurnished,East,Borabanda,60
1,1,0,0,459,459,Unfurnished,None,Gajulramaram,21
1,1,0,0,450,405,Unfurnished,East,Sitaphalmandi,30
1,1,0,0,450,450,Semi-Furnished,None,Secunderabad,36
1,1,0,0,360,315,Unfurnished,South,Nagole,22
1,1,0,0,220,220,Unfurnished,None,CityFront,22
1,1,0,0,210,210,Furnished,None,Hyderabad,63
1,1,0,0,1503,1503,Unfurnished,None,Boduppal,57
1,1,0,0,1600,1600,Unfurnished,West,Aushapur,25
1,1,0,0,1503,1503,Unfurnished,East,AnnapurnaColony-Boduppal,53
1,1,0,0,1215,130,Unfurnished,North,ChilkaNagar,27
1,1,0,0,963,107,Unfurnished,West,Badangpet,32
1,2,0,0,900,900,Unfurnished,West,BapuNagar-Amberpet,70
